job_id,company_id,title,location,salary_min,salary_max,employment_type,description,posted_date,is_active
4096,936,Professional Engineer 1 (Civil/Transportation) (NYHELPS),"Albany, NY",88639.0,111897.0,Full-time,"Minimum Qualifications

This title is part of the New York Hiring for Emergency Limited Placement Statewide Program (NY HELPS).*

Open Competitive

To be considered for appointment through NY HELPS, or 55 b/c, candidates must meet the open-competitive minimum qualifications for this position. The qualifications are:

Either 1. a New York State Professional Engineer's license and current registration AND a qualifying bachelor's degree or higher as listed below;

Or 2. a New York State Professiona",2024-04-05,true
4097,1601,Senior Cost Accountant,"Plainsboro, NJ",,,Full-time,"Changing lives. Building Careers.
Joining us is a chance for you to do important work that creates change and shapes the future of healthcare. Thinking differently is what we do best. To us, change equals opportunity. Every day, more than 4,000 of us are challenging what’s possible and making headway to help improve outcomes.
The Senior Accountant will offer financial leadership to a manufacturing facility. This position will be highly visible within the organization and reporting directly to th",2024-04-05,true
4098,15,Oracle Services - Cloud SCM Order Management - Manager - Tech Consulting -Location Open,"Des Moines, IA",128400.0,235400.0,Full-time,"EY focuses on high-ethical standards and integrity among its employees and expects all candidates to demonstrate these qualities. At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Oracle Cloud ",2024-04-05,true
4099,733,Installation Rep SW,United States,57400.0,97700.0,Full-time,"Together, we can beat cancer.

At Varian, a Siemens Healthineers Company, we bring together the world's best talent to realize our vision of a world without fear of cancer. Together, we work passionately to develop and deliver easy-to-use, efficient oncology solutions.

We are part of an incredible community of scientists, clinicians, developers, researchers, professionals, and skilled specialists pushing the boundaries of what’s possible, to improve people’s lives around the world. We embrace a",2024-04-05,true
4100,404,Laboratory Technician,"Baltimore, MD",,,Full-time,"Job Req ID: 113452

Laboratory Technician

We are seeking a Laboratory Technician who will be supporting ongoing projects related to the effect of environmental exposures on the immune system and the brain. The Laboratory Technician will perform routine lab processes and follow routine protocols under close supervision to maintain the general laboratory. He/She will work with all members of the lab and will assist as needed in human and mouse specimen management, mouse colony management and expe",2024-04-05,true
4101,25,"Sales Consultant (Spine) – Evansville, IN – DePuy Synthes","Evansville, IN",,,Full-time,"Description:

DePuy Synthes Companies of Johnson & Johnson is the largest, most innovative and comprehensive orthopedic and neurological business in the world is recruiting for a Sales Consultant located in Evansville, IN territory.

At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through ou",2024-04-05,true
4102,25,"Senior Manager, Manufacturing Productivity","Jacksonville, FL",,,Full-time,"Description:

Johnson & Johnson Vision Care, a member of Johnson & Johnson's Family of Companies is recruiting for a Senior Manager, Manufacturing Productivity for the Jacksonville Site. This position will be located in Jacksonville, Florida.

At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. ",2024-04-05,true
4103,558,"Coordinator, Business Affairs","Mount Laurel, NJ",,,Full-time,"Summary

Job Description

The Business Affairs Coordinator (Part-Time) will work closely with producers, creatives, and other executives providing day-to-day support for the content creation process.

Responsibilities

 Draft standard template releases and related agreements for productions  Coordinate deal requests and track outstanding agreements through execution, distribution, and filing (internally and externally)  Manage cross-departmental operational trackers and status reports  Review de",2024-04-05,true
4104,198,Material Handler II 1st Shift,"Norman, OK",,,Full-time,"Job Description

We are currently hiring Material Handlers for our 2nd shift in our Shipping department. Apply now for consideration

Principal Duties

 Will be operating forklifts to move parts and finished units Work from freight bills and packing lists from incoming trucks. Receive, count, visually inspect, and verify parts numbers on supplies, material and equipment. Load/unload trucks & carriers manually and/or with lift trucks. Pack and unpack supplies, materials, and equipment; weight and",2024-04-05,true
4105,54,Software Engineering Manager - Support Equipment,"St Charles, MO",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Global Services (BGS) is seeking a Software Manager, to join our team in Sain",2024-04-05,true
4106,54,Material Coordinator 4701 (SAT),"San Antonio, TX",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Position Responsibilities:


To process, verify, route, and appropriately store, ord",2024-04-05,true
4107,54,Mid-Level Propulsion Safety Risk Analysis Engineer,"Renton, WA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Commercial Airplanes (BCA) is looking to bring on a Mid-Level Propulsion Safe",2024-04-05,true
4108,1365,Store Manager-R00012,"Arcade, NY",,,Full-time,"Rent A Center

Ready to do your best work?

Why should I apply in just a few clicks? 

 Paid Time Off and Sundays Off -- We are Closed! Full-Time Employment and a Consistent Schedule Weekly Pay (companywide) Award Winning Culture with the Opportunity to AdvanceBonus potential for Assistant Managers and above Great BenefitsMedicalDentalVisionLife InsuranceSupplemental Life InsuranceSpouse/Dependent Life InsuranceShort Term DisabilityLong Term DisabilityFlexible Spending Accounts401(k) Savings Pla",2024-04-05,true
4109,2970,Federal Sector Mechanical Engineer- Hybrid/Remote,"San Antonio, TX",,,Full-time,"Federal Sector Mechanical Engineer– 

Halff Associates has an immediate opening for a Licensed Mechanical Engineer (P.E.) to work in an office at Halff with a preference for San Antonio, Austin, and McAllen, Texas; and the Little Rock Arkansas office.

Mechanical Engineer Responsibilities

Responsible for planning and preparing engineered contract documentation for assigned projects, working as an electrical Project Manager to meet deadlines, aiding in or providing engineering decisions, and col",2024-04-05,true
4110,46,"Lead Systems Engineer, Tracker Prime Flight Program (RVEPB)","Albuquerque, NM",,,Full-time,"Job Overview

This job announcement will be accepting candidate submissions until DD MMM 24.

NOTE: Must use MM/DD/YYYY date format for experience entries on resume

The Prototypes & Flight Experiments Branch, AFRL/RVEP seeks to hire a Mid-level, DR-02 Lead Systems Engineer in Albuquerque, New Mexico.

 Position duties include, but are not limited to: Works with the Tracker Prime Chief Engineer and Program Manager to develop program wide-processes, align priorities, and safely execute the Tracke",2024-04-05,true
4111,1711,Child Development Teacher-Gluck Child Care,"San Diego, CA",21.0,26.33,Full-time,"This is a full-time benefited position, working 8 -hour day shifts Monday-Friday. Located at our Scripps Gluck Child Care Center near the Torrey Pines area.

Join the Scripps Health team and work alongside passionate caregivers and provide patient-centered healthcare. Receive endless appreciation while you build a rewarding career with one of the most respected healthcare organizations nationwide.

Why join Scripps Health?

Award-winning Workplace

#5 in Fortune Best Workplaces in Healthcare 202",2024-04-05,true
4112,15,​Oracle Services- Cloud SCM Manufacturing- Manager - Tech Consulting - Location Open,"Rogers, AR",128400.0,235400.0,Full-time,"EY focuses on high-ethical standards and integrity among its employees and expects all candidates to demonstrate these qualities. At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Oracle Servic",2024-04-05,true
4113,15,Risk Quant - Financial Services - Quant Banking Book - Manager - Consulting,"Charlotte, NC",,,Full-time,"EY focuses on high-ethical standards and integrity among its employees and expects all candidates to demonstrate these qualities. At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Financial Ser",2024-04-05,true
4114,15,Tax Services Senior - Financial Services Organization - Banking & Capital Markets,"San Francisco, CA",70200.0,115900.0,Full-time,"EY focuses on high-ethical standards and integrity among its employees and expects all candidates to demonstrate these qualities. At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Primary locat",2024-04-05,true
4115,1990,Senior Account Executive,Greater Chicago Area,,,Full-time,Our New Business team seeks a candidate that will help drive revenue growth by building a strong pipeline of sales leads and helping create the market strategy. You will be responsible for establishing a strong relationship with new prospects as well as maintaining a strong relationship with existing accounts. Your effective communication and interpersonal skills will help you succeed as a Senior Account Executive.  ResponsibilitiesBuild a strong pipeline of prospective clientsManage and track c,2024-04-05,true
4116,25,"Staff Engineer, R&D","Irving, TX",,,Full-time,"Description:

Mentor Worldwide LLC, a member of Johnson & Johnson’s Family of Companies, is recruiting for a Staff Engineer, R&D located in Irving, Texas or Raritan, NJ. 

Mentor Worldwide LLC is a leading supplier of medical products for the global aesthetic market. The company develops, manufactures, and markets innovative, science-based products for surgical medical procedures that allow patients to improve their quality of life through breast, body and facial aesthetics. Learn more about Men",2024-04-05,true
4117,252,Safety Coordinator- Third Shift,"Clayton, OH",,,Full-time,"Career Area

Operations

Job Description

 Your Work Shapes the World at Caterpillar Inc. 

When you join Caterpillar, you're joining a global team who cares not just about the work we do – but also about each other. We are the makers, problem solvers, and future world builders who are creating stronger, more sustainable communities. We don't just talk about progress and innovation here – we make it happen, with our customers, where we work and live. Together, we are building a better world, so ",2024-04-05,true
4118,1365,Delivery Specialist,"Amarillo, TX",,,Full-time,"Rent A Center

Ready to do your best work?

Interested in a starting hourly rate up to $15.30?

Why should I apply in just a few clicks?

 Paid Time Off and Sunday Off -- We are Closed! Full-Time Employment and a Consistent Schedule Weekly Pay (companywide) Award Winning Culture with the Opportunity to Advance Great Benefits Medical, Dental, Vision, life Insurance, Supplemental Life Insurance, Spouse/Dependent Life Insurance, Short Term Disability, Long Term Disability, Flexible Spending Account",2024-04-05,true
4119,2768,Housekeeper,"Edgewood, KY",,,Full-time,"Job Description

Performs daily cleaning procedures in patient and non-patient areas in order to provide a clean and safe environment for the patients, visitors and staff of the hospital.

Completes detailed cleaning duties (high dusting, the cleaning of blinds, etc.) on a weekly basis or upon discharge/transfer of a patient in order to obtain high results on quality assurance inspections as well as patient satisfaction

Cleans, sanitizes and deodorizes restrooms to ensure that they meet quality",2024-04-05,true
4120,2768,Phlebotomist,"Florence, KY",,,Full-time,"Job Description

Full-time (40 hours weekly) Phlebotomist on 1 st shift OP and IP with a strong focus on customer service. Requires a weekend rotation (outpatient and inpatient) and holidays as assigned. Looking for a team player who can be flexible with start times. Must be willing to flex to other locations when the need arises.

Greets patients using the AIDET (PHLEBOT) model, giving instructions and directions as necessary to provide quality patient experiences. Evaluates physician orders fo",2024-04-05,true
4121,2656,Assistant Controller,"Cambridge, MA",,,Full-time,"What if…you could join an organization that creates, resources, and builds life sciences companies that invent breakthrough technologies in order to transform healthcare and sustainability?
Flagship’s venture creation engine, where companies such as Moderna Therapeutics (NASDAQ: MRNA), Rubius Therapeutics (NASDAQ: RUBY), and Editas Medicines (NASDAQ: EDIT) were conceived and created. Since Flagship’s founding in 2000, the firm has originated and fostered the development of more than 100 scientif",2024-04-05,true
4122,404,Sr. Research Specialist/Biomedical Engineer,"Baltimore, MD",47500.0,83300.0,Full-time,"Job Req ID: 113476

Sr. Research Specialist/Biomedical Engineer

Dr. Ahmed Ghazi’s Simulation Innovation Lab (SIL), a research laboratory in the Department of Urology, is seeking a Sr. Research Specialist/Biomedical Engineer (BME) to contribute to ongoing projects and experiments pertaining to model development. The BME will aim to further SIL’s contributions to developing novel simulation models for surgical training, education, and rehearsal.

Specific Duties & Responsibilities

The BME will c",2024-04-05,true
4123,25,Associate Region Director- Knoxville,"Knoxville, TN",,,Full-time,"Description:

Abiomed, part of Johnson & Johnson MedTech, is a leading provider of medical devices that provide circulatory and respiratory support, with a mission of recovering hearts & saving lives. Abiomed’s “Patients First!” culture drives our skilled workforce and strong relationships with clinicians. Our innovative product portfolio and robust pipeline provide us the incredible opportunity to bring lifesaving technology to more patients around the world than ever before. Founded in 1981, A",2024-04-05,true
4124,198,Maintenance,"Louisville, KY",,,Full-time,"Johnson Controls International plc. is an equal employment opportunity and affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, genetic information, sexual orientation, gender identity, status as a qualified individual with a disability or any other characteristic protected by law. To view more information about your equal opportunity and non-discrimination ",2024-04-05,true
4125,198,Senior Application Engineer - Western USA (remote),"Tempe, AZ",,,Full-time,"What You Will Do

Johnson Controls has an exciting opportunity for a Senior Application Engineer to support our distributors, and contractors, for Western US. You will have the chance to support customers in assigned channel, the engineering community, and Channel Account Managers to meet revenue and margin objectives in assigned products. You will estimate and apply Building Automation Systems and HVAC I/O control products for Johnson Controls indirect customers to help maximize our product sal",2024-04-05,true
4126,198,Metro Market Lead Systems Specialist,"Edison, NJ",91300.0,140000.0,Full-time,"Build your best future with the Johnson Controls team

As a global leader in smart, healthy and sustainable buildings, our mission is to reimagine the performance of buildings to serve people, places and the planet. Join a winning team that enables you to build your best future! Our teams are uniquely positioned to support a multitude of industries across the globe. You will have the opportunity to develop yourself through meaningful work projects and learning opportunities. We strive to provide",2024-04-05,true
4127,1053,Industrial Engineering Intern,"Whitsett, NC",,,Internship,"Job Description:

Industrial Engineering Summer Intern will work directly with Manufacturing Engineering Manager to gain real-world experience working on actual engineering projects within the Bison business unit. Our manufacturing facility produces motors, blowers, pumps, motor drives, and associated electronics that are used in a variety of demanding industries.

 What you will do: 

 Assist with production line moves, including improvements to layouts to reduce cyle time and general workflow ",2024-04-05,true
4128,54,F/A-18 Senior Instructor Pilot,"Fort Walton Beach, FL",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Global Services is seeking a F/18 Senior Instructor Pilot located in Kuwait t",2024-04-05,true
4129,54,Flight Operations Mechanic - Quality Inspector,"Berkeley, MO",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Defense, Space & Security (BDS) has a number of openings for Flight Operation",2024-04-05,true
4130,623,Electro-Mechanical Assembler,"Bloomfield, CT",,,Full-time,"Date Posted:

2024-04-01

Country: 

United States of America

Location: 

OT325: NSP - BLOOMFIELD, CT 212 WEST NEWBERRY RD, BLOOMFIELD, CT, 06002 USA

Electro-Mechanical Assembler - 1st Shift

Job Description:

The Otis Service Center Assembly Department is looking for a Electro/Mechanical Assembler for Assembling and wiring of a variety of components.

Job Responsibilities:

Position requires assembling parts and sub-assemblies through a variety of electro/mechanical tasks and duties to achiev",2024-04-05,true
4131,54,"Experienced Mission Systems Technical Integrator, P-8","Tukwila, WA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Position Overview:

Boeing Defense & Space (BDS) is currently looking for a Technica",2024-04-05,true
4132,54,Systems Engineer Lead - Demo System (Senior or Principal),"El Segundo, CA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

We are Boeing Research & Technology (BR&T) Boeing's global research development team",2024-04-05,true
4133,54,Project Engineer (Subject Matter Expert),"Dallas, TX",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Global Services (BGS) Supply Chain Engineering is seeking Project Engineers (",2024-04-05,true
4134,54,Senior Manufacturing Operations Analyst,"Everett, WA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Commercial Airplanes (BCA) is looking for a Senior Manufacturing Operations A",2024-04-05,true
4135,54,Mid-level Lab Computing System Administrator - Linux,"Seattle, WA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

The Northwest Flight Test Data Systems Team is looking for a Mid-Level Flight Test L",2024-04-05,true
4136,54,Software Quality Engineer ( Mid-Level or Senior),"Huntsville, AL",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

The Boeing Company is seeking motivated and talented Mid-level or Senior Software En",2024-04-05,true
4137,54,Senior Manufacturing Operations Manager,"Auburn, WA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Commercial Airplanes (BCA) is looking for a Senior Manufacturing Operations M",2024-04-05,true
4138,2970,Federal Sector Mechanical Engineer- Hybrid/Remote,"Little Rock, AR",,,Full-time,"Federal Sector Mechanical Engineer– 

Halff Associates has an immediate opening for a Licensed Mechanical Engineer (P.E.) to work in an office at Halff with a preference for San Antonio, Austin, and McAllen, Texas; and the Little Rock Arkansas office.

Mechanical Engineer Responsibilities

Responsible for planning and preparing engineered contract documentation for assigned projects, working as an electrical Project Manager to meet deadlines, aiding in or providing engineering decisions, and col",2024-04-05,true
4139,773,Trust & Safety Specialist,United States,,,Contract,"HelloWe are looking for Trust and Safety Specialists from Crypto environment – Remote Roles.Must have experience in combating account takeovers and scams.Pay Rate: $80/hr on W2.Duration: 9+months with possibility of longer-term extensions.No C2C or H1B or 1099 or TN Visa or F1 (CPT or OPT) at this time.If interested, please email your resume to grace.johnson@motionrecruitment.com
Role:This role focuses on combating account takeovers and scams.Responsible for protecting users and products, crypto",2024-04-05,true
4140,506,Temporary Visual Journalist,"Austin, TX",,,Contract,"|Current Gannett Employees- Please ensure you are using our abbreviated process on the internal Careers site by logging into Dayforce through OKTA| 

Gannett Co., Inc. (NYSE: GCI) is a diversified media company with expansive reach at the national and local level dedicated to empowering and enriching communities. We seek to inspire, inform, and connect audiences as a scalable, growth focused media and digital marketing solutions company. We endeavor to deliver essential content, marketing soluti",2024-04-05,true
4141,2443,"Environmental Services Aide (EVS Aide) - OMC, Jeff Hwy - Full Time","New Orleans, LA",,,Full-time,"We've made a lot of progress since opening the doors in 1942, but one thing has never changed - our commitment to serve, heal, lead, educate, and innovate. We believe that every award earned, every record broken and every patient helped is because of the dedicated employees who fill our hallways. 

At Ochsner, whether you work with patients every day or support those who do, you are making a difference and that matters. Come make a difference at Ochsner Health and discover your future today! 

T",2024-04-05,true
4142,2443,"EVS Full-Time Floor Tech Mon-Fri 4pm-12:30pm ""Ochsner Clearview""","Metairie, LA",,,Full-time,"We've made a lot of progress since opening the doors in 1942, but one thing has never changed - our commitment to serve, heal, lead, educate, and innovate. We believe that every award earned, every record broken and every patient helped is because of the dedicated employees who fill our hallways. 

At Ochsner, whether you work with patients every day or support those who do, you are making a difference and that matters. Come make a difference at Ochsner Health and discover your future today! 

U",2024-04-05,true
4143,1365,Assistant Manager-Sales,"Goldsboro, NC",,,Full-time,"Rent A Center

Ready to do your best work?

Interested in a starting hourly rate up to $17?

Why should I apply in just a few clicks? 

 Paid Time Off and Sundays Off -- We are Closed! Full-Time Employment and a Consistent Schedule Weekly Pay (companywide) Award Winning Culture with the Opportunity to AdvanceBonus potential for Assistant Managers and above Great BenefitsMedicalDentalVisionLife InsuranceSupplemental Life InsuranceSpouse/Dependent Life InsuranceShort Term DisabilityLong Term Disab",2024-04-05,true
4144,54,Entry Level Maintenance Engineer,"Seal Beach, CA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Commercial Airplanes (BCA) is seeking Entry Level Maintenance Engineers to su",2024-04-05,true
4145,54,Systems Engineering Support Analyst,"Berkeley, MO",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

The Boeing Defense, Space & Security (BDS) team is seeking is seeking a Systems Engi",2024-04-05,true
4146,54,Experienced Production and Inventory Coordinator,"North Charleston, SC",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

The Boeing Company is looking for a Production and Inventory Coordinator to join our",2024-04-05,true
4147,54,Integrated Product Team (IPT) Lead Project Management Specialist | Space Electronics Products,"El Segundo, CA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

At Boeing, we are all innovators on a mission to connect, protect, explore and inspi",2024-04-05,true
4148,117,Financial Analyst,"Minneapolis, MN",80000.0,90000.0,Full-time,"Essential Functions and Job Duties:This position completes the following essential functions within established company policies, procedures, deadlines, and budget constraints:· Assist in month-end close process including running profitability analysis (PA) assessments (apply costs to monthly revenue results), month end journal entries and preparing standard reports.· Prepare and analyze month-end freight results and evaluate variances compared to forecast.· Prepares the monthly financial report",2024-04-05,true
4149,506,Reporter - Connect Team,"Cincinnati, OH",,,Full-time,"|Current Gannett Employees- Please ensure you are using our abbreviated process on the internal Careers site by logging into Dayforce through OKTA| 

Gannett Co., Inc. (NYSE: GCI) is a diversified media company with expansive reach at the national and local level dedicated to empowering and enriching communities. We seek to inspire, inform, and connect audiences as a scalable, growth focused media and digital marketing solutions company. We endeavor to deliver essential content, marketing soluti",2024-04-05,true
4150,2430,Paramedic Basic,"Thousand Oaks, CA",,,Full-time,"Immediate Hiring for AMR Moorpark, CA

Paramedic Opportunities

Starting annualized wage of $29.60/hour (12hr shift)

Fast pace system, runs primarily ALS 911 responses

Full Time Only!

Our mission of providing care to the world at a moment's notice is at the heart of everything we do. We are caregivers, first and foremost and we will be there when you need us.

With more than 38,000 employees, Global Medical Response teams deliver compassionate, quality medical care, primarily in the areas of ",2024-04-05,true
4151,198,Fire Alarm Inspector I,"Totowa, NJ",41400.0,51700.0,Full-time,"Build your best future with the Johnson Controls team

As a global leader in smart, healthy and sustainable buildings, our mission is to reimagine the performance of buildings to serve people, places and the planet. Join a winning team that enables you to build your best future! Our teams are uniquely positioned to support a multitude of industries across the globe. You will have the opportunity to develop yourself through meaningful work projects and learning opportunities. We strive to provide",2024-04-05,true
4152,54,Associate Product Security Engineer,"Hazelwood, MO",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Global Services (BGS) is looking for an Associate Product Security Engineer t",2024-04-05,true
4153,623,Electro-Mechanical Assembler,"Bloomfield, CT",,,Full-time,"Date Posted:

2024-04-01

Country: 

United States of America

Location: 

OT325: NSP - BLOOMFIELD, CT 212 WEST NEWBERRY RD, BLOOMFIELD, CT, 06002 USA

Electro-Mechanical Assembler - 1st Shift

Job Description:

The Otis Service Center Assembly Department is looking for a Electro/Mechanical Assembler for Assembling and wiring of a variety of components.

Job Responsibilities:

Position requires assembling parts and sub-assemblies through a variety of electro/mechanical tasks and duties to achiev",2024-04-05,true
4154,54,Senior International Payroll Operations Lead,"Hazelwood, MO",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Global Payroll and Timekeeping is currently looking for an Senior International Payr",2024-04-05,true
4155,54,Entry-Level Product Security Engineer,"Hazelwood, MO",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Global Services (BGS) is looking for an Entry-Level Product Security Engineer",2024-04-05,true
4156,2768,RN Edgewood Labor & Delivery Weekend Option Day Shift,"Edgewood, KY",,,Full-time,"If, for any reason, you are having difficulties applying, please contact our recruitment team at recruiting@stelizabeth.com",2024-04-05,true
4157,54,Software Quality Engineer (Associate or Mid-Level),"Everett, WA",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

The Boeing Company is seeking a Associate or Mid-Level Software Quality Engineer (SQ",2024-04-05,true
4158,54,Associate Product Acceptance Specialist,"North Charleston, SC",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Commercial Airplanes (BCA) is seeking an Associate Product Acceptance Special",2024-04-05,true
4159,54,Senior Systems Engineering Manager | SE,"Berkeley, MO",,,Full-time,"Job Description

At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

Boeing Defense, Space and Security (BDS) is seeking a talented and creative Senior S",2024-04-05,true
4160,2175,Real Estate Agent - Connecticut (Waterbury),"New Haven, CT",35000.0,555000.0,Full-time,"Join the ranks of Redfin’s top-producing real estate agents and get the best of both worlds: highly competitive commissions coupled with Redfin.com customers, benefits and support!

Maximize your earnings by plugging into the Redfin platform and nation’s #1 brokerage site, which gets 52 million monthly visitors and 600 million luxury listing views each year. We offer our agents progressive commissions: the more you sell, the more you keep from your Redfin-generated and loyalty customers. And sin",2024-04-05,true
