job_skill_id,job_id,skill_id,requirement_level
7836,2834,35,Preferred
7837,2834,33,Preferred
7838,3624,34,Preferred
7839,3833,13,Nice-to-have
7840,6041,16,Preferred
7841,6041,19,Preferred
7842,6041,12,Preferred
7843,6012,19,Required
7844,6012,34,Preferred
7845,3788,34,Nice-to-have
7846,3788,17,Required
7847,3764,7,Nice-to-have
7848,3764,13,Preferred
7849,6189,20,Preferred
7850,3887,11,Preferred
7851,3879,22,Nice-to-have
7852,2739,21,Nice-to-have
7853,5876,26,Required
7854,6110,16,Required
7855,6110,17,Preferred
7856,3805,35,Required
7857,3805,13,Required
7858,6128,16,Required
7859,6128,17,Nice-to-have
7860,2859,25,Preferred
7861,2703,26,Required
7862,6388,35,Nice-to-have
7863,6388,17,Nice-to-have
7864,4962,34,Required
7865,6201,16,Required
7866,6201,12,Nice-to-have
7867,2877,34,Preferred
7868,2877,24,Required
7869,6301,35,Nice-to-have
7870,6301,33,Preferred
7871,6452,2,Preferred
7872,6374,25,Preferred
7873,6440,14,Required
7874,6440,12,Preferred
7875,6440,25,Required
7876,2780,35,Required
7877,2780,33,Nice-to-have
7878,3672,25,Nice-to-have
7879,6429,17,Required
7880,2760,22,Preferred
7881,6444,17,Preferred
7882,6016,20,Nice-to-have
7883,6260,34,Preferred
7884,6260,24,Required
7885,6200,34,Preferred
7886,6200,24,Nice-to-have
7887,2747,25,Nice-to-have
7888,6384,35,Nice-to-have
7889,6384,33,Nice-to-have
7890,6237,25,Nice-to-have
7891,5924,35,Required
7892,5924,33,Preferred
7893,2818,34,Nice-to-have
7894,2818,24,Nice-to-have
7895,3697,34,Required
7896,3697,17,Required
7897,6396,17,Required
7898,3743,35,Required
7899,3743,33,Nice-to-have
7900,6166,16,Preferred
7901,6166,17,Nice-to-have
7902,6208,34,Preferred
7903,6208,24,Required
7904,2659,26,Nice-to-have
7905,6473,35,Preferred
7906,6473,17,Preferred
7907,6312,35,Required
7908,6312,33,Required
7909,3656,28,Preferred
7910,2852,19,Required
7911,2852,34,Nice-to-have
7912,3738,17,Required
7913,3738,31,Required
7914,6054,34,Preferred
7915,6054,24,Preferred
7916,6462,35,Preferred
7917,6462,17,Preferred
7918,6126,35,Preferred
7919,6126,33,Required
7920,2785,19,Preferred
7921,2785,34,Required
7922,3546,26,Nice-to-have
7923,6446,28,Preferred
7924,6446,34,Preferred
7925,4958,2,Nice-to-have
7926,4958,1,Nice-to-have
7927,4958,25,Required
7928,2714,26,Preferred
7929,6265,34,Nice-to-have
7930,6265,24,Required
7931,4932,20,Required
7932,5897,35,Required
7933,5897,33,Nice-to-have
7934,4936,2,Nice-to-have
7935,4936,1,Nice-to-have
7936,4936,25,Required
7937,6114,34,Preferred
7938,2814,25,Nice-to-have
7939,2821,34,Preferred
7940,2821,24,Nice-to-have
7941,6021,19,Required
7942,6021,34,Preferred
7943,6230,12,Required
7944,6230,13,Required
7945,6117,16,Required
7946,6117,17,Required
7947,3568,25,Nice-to-have
7948,6479,17,Nice-to-have
7949,2763,22,Nice-to-have
7950,2763,25,Required
7951,2823,25,Required
7952,3798,28,Nice-to-have
7953,6261,25,Preferred
7954,6353,28,Required
7955,6353,34,Required
7956,2850,19,Preferred
7957,2850,34,Nice-to-have
7958,6355,35,Preferred
7959,6355,33,Nice-to-have
7960,6283,26,Nice-to-have
7961,2746,34,Nice-to-have
7962,2746,24,Preferred
7963,2772,24,Nice-to-have
7964,2772,34,Required
7965,3876,13,Nice-to-have
7966,2798,19,Preferred
7967,2798,34,Required
7968,4930,35,Nice-to-have
7969,4930,33,Preferred
7970,3880,22,Preferred
7971,2790,19,Preferred
7972,2790,31,Nice-to-have
7973,6254,34,Required
7974,6254,24,Nice-to-have
7975,5896,34,Nice-to-have
7976,5896,24,Preferred
7977,6292,34,Required
7978,6292,24,Preferred
7979,2869,24,Required
7980,2869,34,Preferred
7981,4925,35,Required
7982,4925,33,Required
7983,4964,24,Nice-to-have
7984,4964,34,Required
7985,2731,26,Required
7986,6357,20,Required
7987,6161,16,Nice-to-have
7988,6161,17,Required
7989,2663,26,Required
7990,6422,35,Required
7991,6422,17,Preferred
7992,6517,23,Required
7993,6482,17,Nice-to-have
7994,6327,35,Preferred
7995,6327,33,Nice-to-have
7996,6524,6,Required
7997,6524,7,Nice-to-have
7998,6329,19,Preferred
7999,6329,34,Required
8000,2708,26,Nice-to-have
8001,3889,35,Preferred
8002,3889,33,Preferred
8003,6528,13,Required
8004,6365,8,Preferred
8005,6365,9,Required
8006,6365,22,Nice-to-have
8007,6390,35,Required
8008,6390,17,Preferred
8009,3554,27,Required
8010,3571,22,Preferred
8011,3571,25,Preferred
8012,2849,19,Preferred
8013,2849,34,Nice-to-have
8014,6280,35,Preferred
8015,6280,33,Nice-to-have
8016,5979,25,Preferred
8017,6206,6,Required
8018,6206,7,Preferred
8019,6185,16,Preferred
8020,6185,17,Required
8021,2770,26,Required
8022,6221,34,Nice-to-have
8023,6221,24,Required
8024,2678,22,Required
8025,2678,25,Preferred
8026,6226,34,Required
8027,6226,24,Nice-to-have
8028,2664,26,Preferred
8029,5999,20,Required
8030,6509,2,Preferred
8031,6509,1,Nice-to-have
8032,6509,25,Nice-to-have
8033,6496,14,Preferred
8034,6496,12,Required
8035,6496,25,Nice-to-have
8036,2695,26,Preferred
8037,2806,26,Preferred
8038,5914,25,Nice-to-have
8039,6360,35,Required
8040,6360,33,Nice-to-have
8041,3797,28,Nice-to-have
8042,3783,13,Nice-to-have
8043,4972,13,Preferred
8044,6398,17,Preferred
8045,3827,26,Required
8046,3827,13,Required
8047,6350,20,Nice-to-have
8048,6539,10,Required
8049,6539,11,Required
8050,3784,13,Nice-to-have
8051,3885,35,Nice-to-have
8052,3885,33,Nice-to-have
8053,3555,25,Preferred
8054,3633,8,Nice-to-have
8055,3633,25,Nice-to-have
8056,6354,19,Preferred
8057,6354,34,Nice-to-have
8058,6298,34,Required
8059,6298,24,Preferred
8060,6227,34,Required
8061,6227,24,Required
8062,6172,16,Preferred
8063,6172,17,Preferred
8064,3760,13,Preferred
8065,6068,35,Required
8066,6068,33,Preferred
8067,6067,19,Required
8068,6067,34,Preferred
8069,3872,22,Nice-to-have
8070,6275,13,Preferred
8071,4924,20,Nice-to-have
8072,6184,16,Nice-to-have
8073,6184,17,Required
8074,6220,34,Preferred
8075,6220,24,Required
8076,2669,22,Nice-to-have
8077,2669,25,Preferred
8078,6443,13,Required
8079,6324,4,Required
8080,6324,28,Nice-to-have
8081,2705,26,Required
8082,6277,34,Preferred
8083,6277,24,Nice-to-have
8084,3861,22,Preferred
8085,3878,22,Required
8086,6378,35,Preferred
8087,6378,17,Required
8088,6284,16,Preferred
8089,6284,17,Required
8090,6284,20,Nice-to-have
8091,3845,35,Preferred
8092,3845,33,Nice-to-have
8093,6136,16,Required
8094,6136,17,Required
8095,6180,34,Required
8096,6180,24,Required
8097,2857,28,Preferred
8098,2857,34,Preferred
8099,6507,20,Nice-to-have
8100,6156,16,Nice-to-have
8101,6156,17,Required
8102,2830,34,Required
8103,6087,16,Nice-to-have
8104,6087,17,Nice-to-have
8105,6547,22,Nice-to-have
8106,6547,25,Preferred
8107,2629,26,Required
8108,3661,34,Nice-to-have
8109,3661,17,Preferred
8110,6510,22,Nice-to-have
8111,6036,34,Preferred
8112,6036,24,Required
8113,3801,26,Required
8114,3801,13,Required
8115,3843,7,Nice-to-have
8116,3843,13,Nice-to-have
8117,2699,26,Nice-to-have
8118,3819,26,Nice-to-have
8119,3819,13,Required
8120,3837,34,Preferred
8121,3837,24,Nice-to-have
8122,6432,35,Nice-to-have
8123,6432,33,Required
8124,6168,16,Nice-to-have
8125,6168,17,Nice-to-have
8126,2688,26,Preferred
8127,6379,35,Required
8128,6379,17,Required
8129,6527,23,Nice-to-have
8130,3674,35,Required
8131,3674,33,Required
8132,6492,35,Preferred
8133,6492,33,Nice-to-have
8134,6403,25,Nice-to-have
8135,6540,26,Nice-to-have
8136,6305,20,Nice-to-have
8137,6339,20,Nice-to-have
8138,6451,19,Preferred
8139,6451,31,Nice-to-have
8140,6356,25,Preferred
8141,6102,16,Nice-to-have
8142,6102,17,Preferred
8143,6076,35,Nice-to-have
8144,6076,33,Preferred
8145,6471,35,Preferred
8146,6471,17,Required
8147,2698,26,Preferred
8148,2808,26,Required
8149,6448,23,Preferred
8150,3869,35,Nice-to-have
8151,3869,33,Preferred
8152,6178,35,Required
8153,6178,33,Preferred
8154,4950,35,Preferred
8155,4950,33,Preferred
8156,6269,34,Preferred
8157,6269,24,Nice-to-have
8158,3645,34,Required
8159,3645,17,Preferred
8160,6399,13,Nice-to-have
8161,3766,13,Required
8162,2776,26,Nice-to-have
8163,5870,8,Required
8164,5870,25,Nice-to-have
8165,2879,34,Nice-to-have
8166,2879,24,Preferred
8167,5902,22,Preferred
8168,5902,25,Preferred
8169,6478,25,Nice-to-have
8170,6309,35,Preferred
8171,6309,33,Required
8172,2883,19,Preferred
8173,2883,34,Nice-to-have
8174,6306,16,Preferred
8175,6306,17,Nice-to-have
8176,6306,20,Nice-to-have
8177,2692,13,Nice-to-have
8178,6375,35,Required
8179,6375,33,Preferred
8180,3761,26,Preferred
8181,3761,13,Required
8182,6338,31,Nice-to-have
8183,6338,19,Required
8184,6083,16,Required
8185,6083,17,Required
8186,3729,13,Nice-to-have
8187,6405,35,Required
8188,6405,17,Preferred
8189,4945,9,Required
8190,4945,25,Required
8191,4945,34,Required
8192,5942,20,Nice-to-have
8193,2768,19,Required
8194,2768,34,Nice-to-have
8195,2796,24,Nice-to-have
8196,2796,34,Preferred
8197,3669,25,Nice-to-have
8198,4978,35,Required
8199,4978,33,Preferred
8200,6233,34,Preferred
8201,6233,24,Preferred
8202,5990,20,Preferred
8203,6500,24,Preferred
8204,6500,15,Preferred
8205,6500,28,Nice-to-have
8206,6182,19,Preferred
8207,6182,31,Preferred
8208,3732,7,Nice-to-have
8209,3732,35,Preferred
8210,3732,17,Preferred
8211,4976,34,Nice-to-have
8212,4976,24,Preferred
8213,2842,25,Preferred
8214,3648,19,Required
8215,3648,34,Preferred
8216,3866,5,Nice-to-have
8217,3866,11,Preferred
8218,3866,33,Preferred
8219,6460,2,Nice-to-have
8220,2781,19,Nice-to-have
8221,2781,34,Required
8222,6150,16,Required
8223,6150,17,Nice-to-have
8224,4927,35,Preferred
8225,4927,33,Required
8226,2801,13,Nice-to-have
8227,3890,35,Nice-to-have
8228,3890,33,Nice-to-have
8229,6190,20,Required
8230,2651,26,Nice-to-have
8231,2613,34,Preferred
8232,2613,24,Preferred
8233,6538,35,Required
8234,6538,33,Required
8235,6216,23,Preferred
8236,3832,34,Required
8237,3832,24,Nice-to-have
8238,3720,25,Nice-to-have
8239,6310,35,Preferred
8240,6310,33,Required
8241,6522,20,Preferred
8242,6192,22,Required
8243,2717,28,Required
8244,2717,34,Required
8245,2643,26,Nice-to-have
8246,6177,19,Required
8247,6177,34,Nice-to-have
8248,6121,16,Required
8249,6121,17,Required
8250,6032,35,Nice-to-have
8251,6032,33,Preferred
8252,6244,21,Preferred
8253,4973,35,Preferred
8254,4973,33,Nice-to-have
8255,6491,17,Preferred
8256,2764,22,Nice-to-have
8257,2764,25,Preferred
8258,3848,22,Required
8259,6255,34,Required
8260,6255,24,Required
8261,6352,34,Nice-to-have
8262,6352,24,Nice-to-have
8263,3808,26,Preferred
8264,3808,13,Required
8265,5977,22,Preferred
8266,5977,25,Nice-to-have
8267,6395,20,Preferred
8268,4935,34,Required
8269,4935,24,Nice-to-have
8270,6411,20,Required
8271,6158,16,Nice-to-have
8272,6158,17,Nice-to-have
8273,6031,20,Preferred
8274,6503,20,Preferred
8275,6351,19,Nice-to-have
8276,6351,34,Nice-to-have
8277,5881,34,Nice-to-have
8278,5881,24,Preferred
8279,2743,17,Required
8280,6344,8,Preferred
8281,6344,25,Nice-to-have
8282,2724,19,Required
8283,2724,34,Required
8284,6364,20,Nice-to-have
8285,6090,16,Nice-to-have
8286,6090,17,Required
8287,4967,20,Preferred
8288,6196,19,Preferred
8289,6196,34,Nice-to-have
8290,4947,35,Required
8291,4947,33,Required
8292,3785,13,Nice-to-have
8293,6381,35,Required
8294,6381,17,Nice-to-have
8295,6249,34,Preferred
8296,6249,24,Preferred
8297,4949,35,Preferred
8298,4949,33,Preferred
8299,4987,35,Required
8300,4987,33,Nice-to-have
8301,6170,16,Preferred
8302,6170,17,Required
8303,3894,35,Required
8304,3894,33,Preferred
8305,6499,25,Required
8306,2854,25,Required
8307,3713,25,Required
8308,3596,34,Preferred
8309,3596,24,Required
8310,6466,26,Preferred
8311,6071,20,Required
8312,5007,34,Nice-to-have
8313,5007,24,Preferred
8314,2725,26,Preferred
8315,3728,34,Required
8316,3728,24,Nice-to-have
8317,6316,34,Required
8318,6316,28,Required
8319,6316,17,Required
8320,5943,22,Preferred
8321,5943,25,Required
8322,2726,26,Required
8323,3860,22,Preferred
8324,3810,13,Required
8325,6449,2,Preferred
8326,6449,1,Preferred
8327,6449,25,Nice-to-have
8328,4971,2,Required
8329,4971,1,Nice-to-have
8330,4971,25,Preferred
8331,6445,13,Required
8332,3850,35,Preferred
8333,3850,33,Required
8334,5006,34,Nice-to-have
8335,5006,24,Nice-to-have
8336,4946,16,Nice-to-have
8337,4946,35,Required
8338,4946,18,Required
8339,2858,25,Required
8340,6341,20,Preferred
8341,6286,35,Preferred
8342,6286,33,Required
8343,4988,35,Required
8344,4988,33,Required
8345,3680,13,Preferred
8346,2765,19,Preferred
8347,2765,34,Preferred
8348,6458,13,Nice-to-have
8349,3657,35,Required
8350,3657,33,Nice-to-have
8351,6454,20,Required
8352,6454,25,Nice-to-have
8353,6454,35,Nice-to-have
8354,3757,25,Preferred
8355,2667,26,Required
8356,2794,25,Preferred
8357,6287,34,Nice-to-have
8358,6287,24,Nice-to-have
8359,6165,16,Preferred
8360,6165,17,Preferred
8361,6141,16,Required
8362,6141,17,Preferred
8363,3859,22,Nice-to-have
8364,5036,35,Preferred
8365,5036,33,Preferred
8366,2661,26,Required
8367,6137,35,Nice-to-have
8368,6137,33,Nice-to-have
8369,6340,25,Preferred
8370,2670,25,Nice-to-have
8371,6124,16,Nice-to-have
8372,6124,17,Required
8373,3881,15,Nice-to-have
8374,3881,13,Preferred
8375,6235,4,Required
8376,6235,28,Nice-to-have
8377,6459,35,Required
8378,6459,33,Required
8379,2812,25,Preferred
8380,6317,19,Preferred
8381,6317,34,Nice-to-have
8382,6543,24,Preferred
8383,6543,34,Nice-to-have
8384,6397,4,Preferred
8385,6376,35,Nice-to-have
8386,6376,33,Nice-to-have
8387,2682,26,Required
8388,4963,13,Preferred
8389,5011,25,Required
8390,6330,34,Preferred
8391,6330,24,Required
8392,2787,13,Nice-to-have
8393,6097,16,Preferred
8394,6097,17,Required
8395,6572,20,Required
8396,6439,23,Required
8397,5953,34,Nice-to-have
8398,5953,24,Preferred
8399,6512,24,Required
8400,6512,15,Nice-to-have
8401,6512,28,Required
8402,6544,25,Required
8403,6544,22,Nice-to-have
8404,4990,19,Nice-to-have
8405,4990,34,Preferred
8406,2810,34,Required
8407,2810,24,Required
8408,6518,34,Required
8409,6518,24,Required
8410,3560,25,Preferred
8411,6123,16,Preferred
8412,6123,17,Required
8413,5908,35,Preferred
8414,5908,33,Preferred
8415,3616,9,Nice-to-have
8416,3616,25,Nice-to-have
8417,3616,34,Preferred
8418,2832,19,Nice-to-have
8419,2832,31,Nice-to-have
8420,2867,34,Preferred
8421,2867,24,Nice-to-have
8422,6240,14,Preferred
8423,6240,15,Required
8424,6240,9,Preferred
8425,2767,21,Preferred
8426,2680,35,Required
8427,2680,33,Required
8428,2786,25,Nice-to-have
8429,6438,13,Required
8430,6584,24,Nice-to-have
8431,6584,34,Required
8432,3826,13,Required
8433,6164,16,Required
8434,6164,17,Nice-to-have
8435,3558,35,Required
8436,3558,33,Required
8437,6268,34,Preferred
8438,6268,24,Nice-to-have
8439,5018,35,Required
8440,5018,33,Preferred
8441,2793,35,Nice-to-have
8442,2793,33,Nice-to-have
8443,6349,8,Preferred
8444,6349,25,Nice-to-have
8445,6442,13,Required
8446,6224,22,Nice-to-have
8447,2864,19,Preferred
8448,2864,34,Preferred
8449,6555,19,Preferred
8450,6555,34,Preferred
8451,2721,26,Preferred
8452,2866,1,Required
8453,6465,32,Required
8454,6162,16,Nice-to-have
8455,6162,17,Preferred
8456,4952,21,Preferred
8457,2542,34,Nice-to-have
8458,2542,24,Required
8459,6266,34,Nice-to-have
8460,6266,24,Required
8461,6493,21,Preferred
8462,6493,24,Nice-to-have
8463,6493,9,Required
8464,5032,14,Nice-to-have
8465,5032,12,Required
8466,5032,25,Required
8467,6058,19,Required
8468,6058,34,Required
8469,4992,34,Preferred
8470,4992,24,Required
8471,6431,35,Preferred
8472,6431,33,Required
8473,3662,35,Preferred
8474,3662,33,Preferred
8475,6299,35,Nice-to-have
8476,6299,33,Nice-to-have
8477,2895,14,Required
8478,2895,12,Required
8479,2895,25,Required
8480,6564,19,Preferred
8481,6564,34,Preferred
8482,4969,23,Required
8483,3835,13,Required
8484,3694,35,Required
8485,3694,33,Required
8486,6400,25,Preferred
8487,2756,26,Nice-to-have
8488,6554,18,Nice-to-have
8489,6554,25,Required
8490,6505,34,Preferred
8491,6505,18,Required
8492,6505,28,Required
8493,6377,35,Required
8494,6377,17,Required
8495,6490,24,Nice-to-have
8496,6490,26,Nice-to-have
8497,2848,19,Required
8498,2848,34,Nice-to-have
8499,6143,16,Preferred
8500,6143,17,Preferred
8501,6557,26,Required
8502,6464,13,Nice-to-have
8503,6285,35,Preferred
8504,6285,33,Required
8505,6343,25,Preferred
8506,2737,25,Preferred
8507,5022,19,Preferred
8508,5022,34,Preferred
8509,4922,2,Preferred
8510,4922,1,Preferred
8511,4922,25,Required
8512,6563,20,Preferred
8513,5895,35,Preferred
8514,5895,33,Nice-to-have
8515,6406,35,Preferred
8516,6406,17,Required
8517,6347,25,Preferred
8518,5030,35,Nice-to-have
8519,5030,33,Nice-to-have
8520,6369,22,Preferred
8521,6369,25,Nice-to-have
8522,2888,13,Preferred
8523,3814,34,Preferred
8524,3814,24,Preferred
8525,6421,35,Preferred
8526,6421,17,Required
8527,6383,20,Nice-to-have
8528,6383,25,Preferred
8529,6383,35,Nice-to-have
8530,3863,20,Nice-to-have
8531,3863,25,Required
8532,3863,35,Nice-to-have
8533,6477,20,Nice-to-have
8534,6477,25,Preferred
8535,6477,35,Required
8536,2816,34,Nice-to-have
8537,2816,24,Required
8538,2771,26,Nice-to-have
8539,6061,35,Required
8540,6061,33,Required
8541,6242,13,Preferred
8542,6525,34,Required
8543,6525,24,Preferred
8544,2887,32,Nice-to-have
8545,4959,22,Required
8546,4959,25,Nice-to-have
8547,2736,34,Preferred
8548,2736,24,Required
8549,2657,31,Required
8550,2657,19,Nice-to-have
8551,2804,19,Nice-to-have
8552,2804,34,Nice-to-have
8553,5951,13,Preferred
8554,3856,13,Preferred
8555,2890,8,Nice-to-have
8556,2890,25,Required
8557,6209,34,Nice-to-have
8558,6209,24,Preferred
8559,2891,8,Preferred
8560,2891,25,Preferred
8561,5040,20,Preferred
8562,2754,26,Preferred
8563,5029,25,Required
8564,4995,6,Preferred
8565,4995,7,Preferred
8566,2884,19,Required
8567,2884,34,Preferred
8568,5020,34,Preferred
8569,5020,24,Required
8570,2759,20,Required
8571,5027,35,Nice-to-have
8572,5027,33,Required
8573,6516,34,Required
8574,3849,22,Required
8575,5871,34,Required
8576,5871,24,Nice-to-have
8577,5000,19,Preferred
8578,5000,34,Preferred
8579,6520,27,Nice-to-have
8580,6084,16,Nice-to-have
8581,6084,17,Required
8582,6014,6,Nice-to-have
8583,6014,7,Nice-to-have
8584,6359,14,Preferred
8585,6359,12,Preferred
8586,6359,25,Required
8587,4948,8,Required
8588,4948,25,Required
8589,5039,14,Nice-to-have
8590,5039,12,Required
8591,5039,25,Preferred
8592,6385,22,Required
8593,6385,25,Required
8594,2870,19,Preferred
8595,2870,34,Nice-to-have
8596,6501,13,Required
8597,5035,35,Nice-to-have
8598,5035,33,Nice-to-have
8599,6304,25,Preferred
8600,6511,35,Preferred
8601,6511,33,Nice-to-have
8602,6497,17,Nice-to-have
8603,2856,21,Preferred
8604,6545,19,Preferred
8605,6545,34,Nice-to-have
8606,6437,35,Preferred
8607,6437,17,Nice-to-have
8608,2846,19,Preferred
8609,2846,34,Nice-to-have
8610,6578,22,Required
8611,6578,25,Nice-to-have
8612,6426,13,Preferred
8613,3544,35,Preferred
8614,3544,33,Nice-to-have
8615,4994,19,Nice-to-have
8616,4994,34,Nice-to-have
8617,6428,21,Required
8618,6475,35,Nice-to-have
8619,6475,33,Nice-to-have
8620,5001,24,Preferred
8621,5001,34,Required
8622,4938,35,Preferred
8623,4938,33,Preferred
8624,6337,32,Nice-to-have
8625,4934,20,Nice-to-have
8626,5013,35,Required
8627,5013,33,Preferred
8628,6314,35,Nice-to-have
8629,6314,33,Required
8630,6546,14,Preferred
8631,6546,12,Nice-to-have
8632,6546,25,Required
8633,6575,34,Nice-to-have
8634,5985,20,Preferred
8635,6331,25,Nice-to-have
8636,2729,8,Preferred
8637,2729,23,Nice-to-have
8638,2729,35,Preferred
8639,3730,7,Required
8640,3730,35,Required
8641,3730,17,Nice-to-have
8642,4996,35,Nice-to-have
8643,4996,33,Required
8644,6494,35,Required
8645,6494,33,Required
8646,6246,24,Required
8647,6246,18,Required
8648,6246,9,Nice-to-have
8649,4941,34,Preferred
8650,4941,24,Preferred
8651,3567,22,Required
8652,3567,25,Required
8653,5061,35,Nice-to-have
8654,5061,33,Nice-to-have
8655,6486,23,Nice-to-have
8656,5877,22,Required
8657,5877,25,Required
8658,6272,34,Preferred
8659,6272,35,Required
8660,2673,26,Preferred
8661,6152,25,Nice-to-have
8662,3851,22,Nice-to-have
8663,6526,25,Nice-to-have
8664,4939,35,Nice-to-have
8665,4939,33,Preferred
8666,2851,19,Preferred
8667,2851,34,Preferred
8668,4953,26,Nice-to-have
8669,6047,19,Nice-to-have
8670,6047,34,Nice-to-have
8671,6218,13,Nice-to-have
8672,6321,35,Required
8673,6321,33,Preferred
8674,6239,34,Required
8675,6239,24,Preferred
8676,3577,34,Required
8677,3577,17,Preferred
8678,4991,22,Nice-to-have
8679,4991,25,Nice-to-have
8680,6243,19,Nice-to-have
8681,6243,34,Required
8682,3778,13,Required
8683,2639,22,Required
8684,2639,25,Required
8685,5002,22,Required
8686,5002,25,Preferred
8687,6081,16,Required
8688,6081,17,Required
8689,5925,23,Nice-to-have
8690,6536,22,Required
8691,6536,25,Preferred
8692,6424,13,Nice-to-have
8693,2825,35,Nice-to-have
8694,2825,33,Nice-to-have
8695,5050,25,Preferred
8696,4942,13,Preferred
8697,4968,4,Nice-to-have
8698,4968,28,Preferred
8699,2684,8,Nice-to-have
8700,2684,25,Preferred
8701,6570,34,Required
8702,6332,22,Nice-to-have
8703,6332,25,Preferred
8704,2716,26,Nice-to-have
8705,6579,13,Nice-to-have
8706,6537,20,Required
8707,5042,34,Required
8708,5042,24,Required
8709,6311,8,Preferred
8710,6311,25,Nice-to-have
8711,2752,22,Preferred
8712,3566,35,Nice-to-have
8713,3566,33,Required
8714,6320,19,Preferred
8715,6320,34,Nice-to-have
8716,6348,31,Preferred
8717,3758,28,Required
8718,6530,35,Nice-to-have
8719,6530,33,Preferred
8720,3823,13,Required
8721,2829,14,Preferred
8722,2829,12,Nice-to-have
8723,2829,25,Nice-to-have
8724,5051,25,Required
8725,2715,26,Required
8726,2741,26,Preferred
8727,4957,19,Required
8728,4957,34,Nice-to-have
8729,2740,26,Preferred
8730,2672,26,Preferred
8731,2826,35,Preferred
8732,2826,33,Required
8733,4979,20,Nice-to-have
8734,2889,34,Required
8735,2889,24,Required
8736,6529,13,Nice-to-have
8737,3874,16,Nice-to-have
8738,3874,19,Preferred
8739,3874,31,Required
8740,5052,35,Nice-to-have
8741,5052,33,Required
8742,6213,13,Preferred
8743,3744,25,Required
8744,5875,20,Required
8745,4954,34,Required
8746,3829,13,Required
8747,6325,20,Nice-to-have
8748,4981,19,Required
8749,4981,34,Required
8750,6489,25,Required
8751,2831,25,Nice-to-have
8752,2855,25,Nice-to-have
8753,2813,20,Preferred
8754,6467,34,Nice-to-have
8755,6467,24,Nice-to-have
8756,3825,25,Nice-to-have
8757,2878,19,Nice-to-have
8758,2878,34,Nice-to-have
8759,2892,25,Nice-to-have
8760,2892,22,Nice-to-have
8761,3663,19,Preferred
8762,3663,34,Nice-to-have
8763,6291,20,Nice-to-have
8764,6291,33,Nice-to-have
8765,6291,22,Required
8766,6232,25,Preferred
8767,6370,35,Required
8768,6370,33,Nice-to-have
8769,3868,35,Nice-to-have
8770,3868,33,Nice-to-have
8771,3749,13,Preferred
8772,6215,2,Nice-to-have
8773,6215,1,Required
8774,6215,25,Required
8775,5958,34,Required
8776,5958,24,Required
8777,5024,35,Required
8778,5024,33,Nice-to-have
8779,6456,20,Preferred
8780,6410,13,Preferred
8781,6079,34,Required
8782,6079,24,Preferred
8783,6029,19,Nice-to-have
8784,6029,34,Nice-to-have
8785,6212,35,Preferred
8786,6212,33,Nice-to-have
8787,6412,17,Preferred
8788,2882,23,Required
8789,2882,25,Required
8790,5045,34,Preferred
8791,5045,24,Preferred
8792,2730,25,Nice-to-have
8793,6231,34,Nice-to-have
8794,6231,24,Nice-to-have
8795,2641,26,Required
8796,5023,19,Nice-to-have
8797,5023,34,Preferred
8798,2886,32,Required
8799,6013,19,Required
8800,6013,34,Nice-to-have
8801,5048,34,Required
8802,5048,24,Nice-to-have
8803,6488,26,Required
8804,3793,19,Required
8805,3793,34,Nice-to-have
8806,5046,34,Preferred
8807,5046,24,Preferred
8808,2773,26,Required
8809,6247,34,Required
8810,6247,24,Nice-to-have
8811,6290,35,Nice-to-have
8812,6290,33,Nice-to-have
8813,6495,22,Required
8814,6495,25,Required
8815,3802,13,Required
8816,6425,13,Preferred
8817,6153,24,Nice-to-have
8818,6153,34,Required
8819,2658,26,Preferred
8820,6394,13,Preferred
8821,6219,13,Preferred
8822,2681,26,Preferred
8823,6592,20,Nice-to-have
8824,3846,20,Nice-to-have
8825,2734,26,Preferred
8826,4986,35,Required
8827,4986,33,Nice-to-have
8828,6361,34,Nice-to-have
8829,6361,24,Required
8830,4929,22,Nice-to-have
8831,4929,25,Nice-to-have
8832,5079,34,Preferred
8833,5079,35,Required
8834,3625,19,Nice-to-have
8835,3625,34,Required
8836,2689,26,Nice-to-have
8837,5086,35,Required
8838,5086,33,Preferred
8839,6571,34,Required
8840,6532,23,Required
8841,3643,34,Preferred
8842,3643,17,Required
8843,4926,35,Preferred
8844,4926,33,Required
8845,4998,35,Required
8846,4998,33,Preferred
8847,5009,35,Nice-to-have
8848,5009,33,Nice-to-have
8849,6476,14,Required
8850,6476,12,Preferred
8851,6476,25,Required
8852,6594,35,Preferred
8853,6594,33,Nice-to-have
8854,3779,13,Preferred
8855,6095,16,Preferred
8856,6095,17,Required
8857,6282,34,Preferred
8858,6282,24,Preferred
8859,5053,2,Preferred
8860,5053,1,Required
8861,5053,25,Preferred
8862,6585,35,Preferred
8863,6585,33,Required
8864,4989,35,Required
8865,4989,33,Required
8866,6598,35,Required
8867,6598,33,Preferred
8868,3884,35,Required
8869,3884,33,Preferred
8870,4999,35,Required
8871,4999,33,Required
8872,6188,34,Required
8873,6188,24,Nice-to-have
8874,5038,35,Nice-to-have
8875,5038,33,Nice-to-have
8876,6094,16,Nice-to-have
8877,6094,17,Nice-to-have
8878,6371,35,Nice-to-have
8879,6371,33,Preferred
8880,4980,24,Preferred
8881,4980,34,Nice-to-have
8882,6367,22,Required
8883,6367,25,Nice-to-have
8884,4961,20,Nice-to-have
8885,3822,13,Preferred
